Record,Serial,Year,Month,Day,Hour,Minute,Second,Latitude,Longitude,Fix_Status,DOP,V_GPS,Limit,Alerts,Trip,KeyTag,Engine RPM,V_ODO,V,Ay,Ax,Absolute throttle position,Relative throttle position,Absolute throttle position B,Accelerator pedal position D,Accelerator pedal position E
47927,380,2009,12,23,18,31,25,45.347002,-75.788528,2,0.4,21.5,60,0,871,0,1724.25,22,21.75,0.101338439,3.794164954,NaN,NaN,NaN,NaN,NaN
47928,380,2009,12,23,18,31,26,45.347058,-75.788543,2,0.4,24.4,60,0,871,0,2155,27,25.7,0.077028089,3.2798098,34.104,NaN,NaN,NaN,NaN
47929,380,2009,12,23,18,31,27,45.347123,-75.788562,2,0.4,28.2,60,0,871,0,NaN,NaN,28.85,0.048988065,2.457803582,34.496,NaN,NaN,NaN,NaN
47930,380,2009,12,23,18,31,28,45.347198,-75.788583,2,0.4,31.9,60,0,871,0,2151.75,32,31.95,0.023001601,0.801757462,20.384,NaN,NaN,NaN,NaN
47931,380,2009,12,23,18,31,29,45.347278,-75.788607,2,0.4,32.6,60,0,871,0,1248.5,33,32.8,-0.013143663,-0.199839343,NaN,NaN,NaN,NaN,NaN
47932,380,2009,12,23,18,31,30,45.34736,-75.78863,2,0.4,31.9,60,0,871,0,1522.25,32,31.95,0.038497663,0.518014683,22.736,NaN,NaN,NaN,NaN
47933,380,2009,12,23,18,31,31,45.34744,-75.788653,2,0.4,31.9,60,0,871,0,NaN,NaN,32.45,0.075479336,1.215759195,33.712,NaN,NaN,NaN,NaN
47934,380,2009,12,23,18,31,32,45.347522,-75.788678,2,0.4,34.1,60,0,871,0,1986.75,34,34.05,0.079972101,0.747477399,23.128,NaN,NaN,NaN,NaN
47935,380,2009,12,23,18,31,33,45.347607,-75.788705,2,0.4,34.8,60,0,871,0,1331,35,34.9,0.135815259,0.370182513,NaN,NaN,NaN,NaN,NaN
47936,380,2009,12,23,18,31,34,45.347692,-75.788733,2,0.4,34.1,50,0,871,0,1850.75,NaN,34.8,0.140556769,0.966931514,30.968,NaN,NaN,NaN,NaN
47937,380,2009,12,23,18,31,35,45.347778,-75.788765,2,0.4,35.6,50,0,871,0,NaN,36,35.8,0.138436795,2.102348665,36.064,NaN,NaN,NaN,NaN
47938,380,2009,12,23,18,31,36,45.347867,-75.788798,2,0.4,37,50,0,871,0,2252.5,38,37.5,0.195297702,2.817738273,39.2,NaN,NaN,NaN,NaN
47939,380,2009,12,23,18,31,37,45.347962,-75.788837,2,0.4,40,100,0,871,0,2325.25,42,41,0.196947589,2.304990032,NaN,NaN,NaN,NaN,NaN
47940,380,2009,12,23,18,31,38,45.348063,-75.78888,2,0.4,43,100,0,871,0,1892.5,NaN,43.25,0.251130782,1.412385227,38.808,NaN,NaN,NaN,NaN
47941,380,2009,12,23,18,31,39,45.348168,-75.788928,2,0.4,44.4,100,0,871,0,NaN,45,44.7,0.251332607,1.116853037,34.496,NaN,NaN,NaN,NaN
47942,380,2009,12,23,18,31,40,45.348277,-75.788982,2,0.5,45.2,100,0,871,0,2016,46,45.6,0.22917191,0.914842442,NaN,NaN,NaN,NaN,NaN
47943,380,2009,12,23,18,31,41,45.348385,-75.789038,2,0.5,45.9,100,0,871,0,1940.75,48,46.95,0.270717046,0.166010868,37.24,NaN,NaN,NaN,NaN
47944,380,2009,12,23,18,31,42,45.348495,-75.789098,2,0.4,46.7,100,0,871,0,1883.75,NaN,47.1,0.205351236,-0.724927911,25.088,NaN,NaN,NaN,NaN
47945,380,2009,12,23,18,31,43,45.348603,-75.789162,2,0.4,45.9,100,0,871,0,NaN,47,46.45,0.175899893,-1.06290792,20.384,NaN,NaN,NaN,NaN
47946,380,2009,12,23,18,31,44,45.34871,-75.789225,2,0.4,45.2,100,0,871,0,1225.25,45,45.1,0.185060554,-0.668233185,30.184,NaN,NaN,NaN,NaN
47947,380,2009,12,23,18,31,45,45.348812,-75.78929,2,0.4,43.7,100,0,871,0,1917,45,44.35,0.100917398,-0.126769276,NaN,NaN,NaN,NaN,NaN
47948,380,2009,12,23,18,31,46,45.348913,-75.789355,2,0.4,43.7,100,0,871,0,1842.25,NaN,44.35,-0.016767404,-0.223330309,29.792,NaN,NaN,NaN,NaN
47949,380,2009,12,23,18,31,47,45.349013,-75.78942,2,0.4,43.7,100,0,871,0,NaN,45,44.35,-0.042330788,-0.703900917,33.32,NaN,NaN,NaN,NaN
47950,380,2009,12,23,18,31,48,45.349115,-75.789483,2,0.4,43,100,0,871,0,1823.25,44,43.5,-0.081083497,-1.009247779,20.384,NaN,NaN,NaN,NaN
47951,380,2009,12,23,18,31,49,45.349213,-75.789545,2,0.4,42.2,100,0,871,0,1114.75,43,42.6,-0.116674677,-1.167781141,NaN,NaN,NaN,NaN,NaN
47952,380,2009,12,23,18,31,50,45.34931,-75.789602,2,0.4,40.7,100,0,871,0,1043.75,NaN,41.35,-0.063721673,-1.274465775,20.384,NaN,NaN,NaN,NaN
47953,380,2009,12,23,18,31,51,45.349405,-75.789658,2,0.4,39.3,100,0,871,0,NaN,41,40.15,-0.064668245,-1.458096012,21.952,NaN,NaN,NaN,NaN
47954,380,2009,12,23,18,31,52,45.349495,-75.78971,2,0.4,38.5,100,0,871,0,1087.25,39,38.75,-0.069296035,-1.857271635,20.384,NaN,NaN,NaN,NaN
47955,380,2009,12,23,18,31,53,45.349583,-75.78976,2,0.4,37,100,0,871,0,974.5,37,37,-0.039445029,-2.45448342,NaN,NaN,NaN,NaN,NaN
47956,380,2009,12,23,18,31,54,45.349668,-75.789807,2,0.4,34.8,100,0,871,0,891.75,NaN,34.65,-0.053451259,-3.068914771,20.384,NaN,NaN,NaN,NaN
47957,380,2009,12,23,18,31,55,45.349745,-75.78985,2,0.4,31.1,100,0,871,0,NaN,32,31.55,-0.01974807,-2.681553461,20.384,NaN,NaN,NaN,NaN
47958,380,2009,12,23,18,31,56,45.349815,-75.789887,2,0.4,28.2,100,0,871,0,829.75,28,28.1,0.006375204,-1.491526258,NaN,NaN,NaN,NaN,NaN
47959,380,2009,12,23,18,31,57,45.34988,-75.789923,2,0.4,27.4,100,0,871,0,865.25,27,27.2,-0.046122568,-1.008301379,20.384,NaN,NaN,NaN,NaN
47960,380,2009,12,23,18,31,58,45.349943,-75.789957,2,0.4,25.9,100,0,871,0,NaN,NaN,25.95,0.012326454,-1.055267761,20.384,NaN,NaN,NaN,NaN
47961,380,2009,12,23,18,31,59,45.350003,-75.789988,2,0.4,25.2,100,0,871,0,956.75,25,25.1,-0.007347332,-1.049334527,20.384,NaN,NaN,NaN,NaN
47962,380,2009,12,23,18,32,0,45.35006,-75.79002,2,0.4,23.7,100,0,871,0,915,24,23.85,-0.01709055,-1.050084069,NaN,NaN,NaN,NaN,NaN
47963,380,2009,12,23,18,32,1,45.350115,-75.790048,2,0.4,23,100,0,871,0,886,NaN,23,0.004258907,-0.951435559,20.384,NaN,NaN,NaN,NaN
47964,380,2009,12,23,18,32,2,45.350168,-75.790077,2,0.4,21.5,100,0,871,0,NaN,22,21.75,-0.049366982,-0.935739529,20.384,NaN,NaN,NaN,NaN
47965,380,2009,12,23,18,32,3,45.350218,-75.790103,2,0.4,21.5,100,0,871,0,867.25,21,21.25,0.009898832,-1.388254151,NaN,NaN,NaN,NaN,NaN
47966,380,2009,12,23,18,32,4,45.350268,-75.790128,2,0.4,20,100,0,871,0,805.25,NaN,19.75,-0.049098717,-2.133597942,20.384,NaN,NaN,NaN,NaN
47967,380,2009,12,23,18,32,5,45.350312,-75.790152,2,0.4,17.8,100,0,871,0,NaN,18,17.9,-0.072347827,-2.813790572,19.992,NaN,NaN,NaN,NaN
47968,380,2009,12,23,18,32,6,45.350352,-75.79017,2,0.4,14.8,100,0,871,0,775.5,15,14.9,2.72E-05,-2.657466673,NaN,NaN,NaN,NaN,NaN
47969,380,2009,12,23,18,32,7,45.350385,-75.790185,2,0.4,12.6,100,0,871,0,755.25,11,11.8,-0.01311769,-1.902863527,20.384,NaN,NaN,NaN,NaN
47970,380,2009,12,23,18,32,8,45.350412,-75.790198,2,0.4,11.1,100,0,871,0,NaN,NaN,10.3,0.006926661,-1.575818556,19.992,NaN,NaN,NaN,NaN
47971,380,2009,12,23,18,32,9,45.350435,-75.790208,2,0.4,8.9,100,0,871,0,965.25,8,8.45,0.031940862,-1.166602193,20.384,NaN,NaN,NaN,NaN
47972,380,2009,12,23,18,32,10,45.350455,-75.790218,2,0.4,7.4,100,0,871,0,850,7,7.2,0.019690892,-1.330931179,NaN,NaN,NaN,NaN,NaN
47973,380,2009,12,23,18,32,11,45.350472,-75.790227,2,0.4,7.4,100,0,871,0,783.75,6,6.7,0.002377582,-2.605450386,20.384,NaN,NaN,NaN,NaN
47974,380,2009,12,23,18,32,12,45.350485,-75.790233,2,0.4,4.4,100,0,871,0,671,NaN,3.7,8.42E-06,-2.500757636,20.384,NaN,NaN,NaN,NaN
47975,380,2009,12,23,18,32,13,45.350492,-75.790237,2,0.4,0.7,100,0,871,0,NaN,0,0.35,0,-0.824489338,20.384,NaN,NaN,NaN,NaN
47976,380,2009,12,23,18,32,14,45.350492,-75.790237,2,0.4,0,100,0,871,0,674.5,0,0,0,0.498372508,NaN,NaN,NaN,NaN,NaN
47977,380,2009,12,23,18,32,15,45.35049,-75.790237,2,0.4,0,100,0,871,0,691.5,0,0,1.31E-05,1.82364262,20.384,NaN,NaN,NaN,NaN
47978,380,2009,12,23,18,32,16,45.350492,-75.790238,2,0.4,1.5,100,0,871,0,NaN,NaN,1.75,4.14E-05,4.415729047,23.52,NaN,NaN,NaN,NaN
47979,380,2009,12,23,18,32,17,45.3505,-75.790242,2,0.4,5.9,100,0,871,0,1576,4,4.95,0.019120965,6.509880544,28.224,NaN,NaN,NaN,NaN
47980,380,2009,12,23,18,32,18,45.350522,-75.790253,2,0.4,12.6,100,0,871,0,1906.75,14,13.3,0.10114469,5.921507991,NaN,NaN,NaN,NaN,NaN
47981,380,2009,12,23,18,32,19,45.35056,-75.790273,2,0.4,18.5,100,0,871,0,2567.25,NaN,18.5,0.118659791,5.122931461,34.888,NaN,NaN,NaN,NaN
47982,380,2009,12,23,18,32,20,45.35061,-75.790302,2,0.4,24.4,100,0,871,0,NaN,23,23.7,0.072046646,4.505780159,29.4,NaN,NaN,NaN,NaN
47983,380,2009,12,23,18,32,21,45.350673,-75.790337,2,0.4,28.9,100,0,871,0,1947,29,28.95,0.064365962,2.894250432,27.832,NaN,NaN,NaN,NaN
47984,380,2009,12,23,18,32,22,45.350743,-75.790378,2,0.4,31.1,100,0,871,0,2096.5,32,31.55,-0.011799446,1.83071343,NaN,NaN,NaN,NaN,NaN
47985,380,2009,12,23,18,32,23,45.35082,-75.790422,2,0.4,33.3,100,0,871,0,1873,NaN,33.4,-0.090243796,1.035847661,29.4,NaN,NaN,NaN,NaN
47986,380,2009,12,23,18,32,24,45.3509,-75.790467,2,0.4,34.8,100,0,871,0,NaN,35,34.9,-0.035016991,-0.299807398,20.384,NaN,NaN,NaN,NaN
47987,380,2009,12,23,18,32,25,45.350982,-75.79051,2,0.4,34.1,100,0,871,0,918.75,35,34.55,0.045097934,-1.510828413,NaN,NaN,NaN,NaN,NaN
47988,380,2009,12,23,18,32,26,45.351062,-75.790555,2,0.4,33.3,100,0,871,0,911,33,33.15,0.009933748,-2.610882315,20.384,NaN,NaN,NaN,NaN
47989,380,2009,12,23,18,32,27,45.351137,-75.790597,2,0.4,31.1,100,0,871,0,824.5,NaN,30.8,0.033580218,-4.358514898,20.384,NaN,NaN,NaN,NaN
47990,380,2009,12,23,18,32,28,45.351205,-75.790635,2,0.4,25.9,100,0,871,0,NaN,28,26.95,-0.021257115,-5.433016345,20.384,NaN,NaN,NaN,NaN
47991,380,2009,12,23,18,32,29,45.35126,-75.790667,2,0.4,20.7,100,0,871,0,852,20,20.35,-0.01196789,-4.832664376,NaN,NaN,NaN,NaN,NaN
47992,380,2009,12,23,18,32,30,45.351303,-75.79069,2,0.4,16.3,100,0,871,0,760.25,NaN,16.15,0.088898793,-4.486132951,20.384,NaN,NaN,NaN,NaN
47993,380,2009,12,23,18,32,31,45.351335,-75.790708,2,0.4,11.1,100,0,871,0,NaN,12,11.55,0.040367031,-4.121615651,20.384,NaN,NaN,NaN,NaN
47994,380,2009,12,23,18,32,32,45.351355,-75.790722,2,0.4,6.7,100,0,871,0,816.75,7,6.85,0.006008423,-2.773832289,20.384,NaN,NaN,NaN,NaN
47995,380,2009,12,23,18,32,33,45.351368,-75.790728,2,0.4,4.4,100,0,871,0,709.75,4,4.2,0.000842865,-1.747371958,NaN,NaN,NaN,NaN,NaN
47996,380,2009,12,23,18,32,34,45.351378,-75.790733,2,0.4,3,100,0,871,0,691.25,NaN,2.5,6.46E-05,-0.764793793,20.384,NaN,NaN,NaN,NaN
47997,380,2009,12,23,18,32,35,45.351383,-75.790738,2,0.4,2.2,100,0,871,0,NaN,0,1.1,9.32E-05,0.378198269,20.384,NaN,NaN,NaN,NaN
47998,380,2009,12,23,18,32,36,45.35139,-75.790742,2,0.4,2.2,100,0,871,0,667.25,2,2.1,5.23E-05,0.318279496,NaN,NaN,NaN,NaN,NaN
47999,380,2009,12,23,18,32,37,45.351395,-75.790745,2,0.4,3,100,0,871,0,669,2,2.5,1.33E-05,-0.462581568,20.384,NaN,NaN,NaN,NaN
48000,380,2009,12,23,18,32,38,45.351402,-75.79075,2,0.4,3,100,0,871,0,649,NaN,2,1.59E-06,-0.800388509,20.384,NaN,NaN,NaN,NaN
48001,380,2009,12,23,18,32,39,45.351408,-75.790753,2,0.4,2.2,100,0,871,0,NaN,0,1.1,6.36E-08,-0.673238865,20.384,NaN,NaN,NaN,NaN
48002,380,2009,12,23,18,32,40,45.351412,-75.790755,2,0.4,0.7,100,0,871,0,649.25,0,0.35,0,-0.323244552,NaN,NaN,NaN,NaN,NaN
48003,380,2009,12,23,18,32,41,45.351413,-75.790757,2,0.4,0,100,0,871,0,666,0,0,0,0.252022042,20.384,NaN,NaN,NaN,NaN
48004,380,2009,12,23,18,32,42,45.351413,-75.790757,2,0.4,0,100,0,871,0,1193,NaN,0,3.90E-08,2.685431838,24.304,NaN,NaN,NaN,NaN
48005,380,2009,12,23,18,32,43,45.351417,-75.790758,2,0.4,2.2,100,0,871,0,NaN,0,1.1,9.33E-07,6.489122922,29.008,NaN,NaN,NaN,NaN
48006,380,2009,12,23,18,32,44,45.35143,-75.790765,2,0.4,8.1,100,0,871,0,1871.75,9,8.55,-0.035547265,7.205329956,NaN,NaN,NaN,NaN,NaN
48007,380,2009,12,23,18,32,45,45.351458,-75.790782,2,0.4,15.6,100,0,871,0,2228.5,18,16.8,-0.085086956,5.270487609,30.968,NaN,NaN,NaN,NaN
48008,380,2009,12,23,18,32,46,45.351502,-75.790807,2,0.4,20.7,100,0,871,0,NaN,NaN,21.35,-0.044303774,5.036225055,34.104,NaN,NaN,NaN,NaN
48009,380,2009,12,23,18,32,47,45.351557,-75.790838,2,0.4,25.9,100,0,871,0,2265.25,26,25.95,-0.045472546,4.939107242,33.712,NaN,NaN,NaN,NaN
48010,380,2009,12,23,18,32,48,45.351625,-75.790877,2,0.4,31.9,100,0,871,0,2243.5,33,32.45,-0.028479804,2.769112905,NaN,NaN,NaN,NaN,NaN
48011,380,2009,12,23,18,32,49,45.351703,-75.79092,2,0.4,34.8,50,0,871,0,1320.5,NaN,34.65,0.034723386,1.156645232,20.384,NaN,NaN,NaN,NaN
48012,380,2009,12,23,18,32,50,45.351787,-75.790968,2,0.4,35.6,50,0,871,0,NaN,36,35.8,0.001933152,0.75494523,30.184,NaN,NaN,NaN,NaN
48013,380,2009,12,23,18,32,51,45.351872,-75.791017,2,0.4,36.3,50,0,871,0,1849,37,36.65,-0.015032259,0.735296155,26.264,NaN,NaN,NaN,NaN
48014,380,2009,12,23,18,32,52,45.351957,-75.791065,2,0.4,37,50,0,871,0,2010.25,37,37,0.019272522,1.14607281,NaN,NaN,NaN,NaN,NaN
48015,380,2009,12,23,18,32,53,45.352045,-75.791115,2,0.4,37.8,50,0,871,0,1974.25,39,38.4,0.012143598,1.291287292,30.968,NaN,NaN,NaN,NaN
48016,380,2009,12,23,18,32,54,45.352135,-75.791167,2,0.4,39.3,50,0,871,0,NaN,NaN,39.65,0.04564154,1.35741714,34.104,NaN,NaN,NaN,NaN
48017,380,2009,12,23,18,32,55,45.352228,-75.79122,2,0.4,40.7,50,0,871,0,2046,41,40.85,0.086487509,1.503933287,34.888,NaN,NaN,NaN,NaN
48018,380,2009,12,23,18,32,56,45.352325,-75.791278,2,0.4,42.2,50,0,871,0,2091.75,43,42.6,0.100496161,1.246079,NaN,NaN,NaN,NaN,NaN
48019,380,2009,12,23,18,32,57,45.352425,-75.791338,2,0.4,43.7,50,0,871,0,2049,NaN,43.85,0.111194973,0.785884469,34.888,NaN,NaN,NaN,NaN
48020,380,2009,12,23,18,32,58,45.352527,-75.791402,2,0.4,44.4,50,0,871,0,NaN,45,44.7,0.052901673,0.393488807,31.36,NaN,NaN,NaN,NaN
48021,380,2009,12,23,18,32,59,45.35263,-75.791467,2,0.4,45.2,50,0,871,0,1971.5,45,45.1,-0.035687006,0.231873148,32.536,NaN,NaN,NaN,NaN
48022,380,2009,12,23,18,33,0,45.352733,-75.791532,2,0.4,44.4,50,0,871,0,2013,46,45.2,-0.098188246,0.32268554,NaN,NaN,NaN,NaN,NaN
48023,380,2009,12,23,18,33,1,45.352837,-75.791595,2,0.4,45.2,50,0,871,0,2122.5,NaN,45.6,-0.124519473,0.663191198,35.28,NaN,NaN,NaN,NaN
48024,380,2009,12,23,18,33,2,45.352943,-75.791658,2,0.4,45.9,50,0,871,0,NaN,46,45.95,-0.117523585,1.155181784,37.632,NaN,NaN,NaN,NaN
48025,380,2009,12,23,18,33,3,45.353052,-75.79172,2,0.4,46.7,50,0,871,0,2219.75,48,47.35,-0.057961226,1.360532147,37.632,NaN,NaN,NaN,NaN
48026,380,2009,12,23,18,33,4,45.353163,-75.791783,2,0.4,48.2,50,0,871,0,2194.5,49,48.6,-0.036043031,1.419065067,NaN,NaN,NaN,NaN,NaN
48027,380,2009,12,23,18,33,5,45.353278,-75.791848,2,0.4,49.6,50,0,871,0,2224,NaN,50.05,-0.033401092,1.327195936,37.632,NaN,NaN,NaN,NaN
48028,380,2009,12,23,18,33,6,45.353397,-75.791915,2,0.4,51.1,50,0,871,0,NaN,52,51.55,-0.064930099,0.86011172,33.712,NaN,NaN,NaN,NaN
48029,380,2009,12,23,18,33,7,45.353517,-75.791982,2,0.4,51.9,50,0,871,0,2087.75,53,52.45,-0.041208104,0.341874372,NaN,NaN,NaN,NaN,NaN
48030,380,2009,12,23,18,33,8,45.353642,-75.79205,2,0.4,52.6,50,0,871,0,1916.5,53,52.8,0.00520679,0.055365044,33.32,NaN,NaN,NaN,NaN
48031,380,2009,12,23,18,33,9,45.353765,-75.792118,2,0.4,52.6,50,0,871,0,NaN,NaN,52.8,0.045402904,-0.006994232,29.4,NaN,NaN,NaN,NaN
48032,380,2009,12,23,18,33,10,45.35389,-75.792187,2,0.4,52.6,50,0,871,0,1871.25,53,52.8,0.008048555,0.000883577,28.224,NaN,NaN,NaN,NaN
48033,380,2009,12,23,18,33,11,45.354013,-75.792257,2,0.4,52.6,50,0,871,0,1897,53,52.8,0.003186648,0.070283964,NaN,NaN,NaN,NaN,NaN
48034,380,2009,12,23,18,33,12,45.354137,-75.792325,2,0.4,52.6,50,0,871,0,2044.5,53,52.8,0.032898814,0.30086165,29.792,NaN,NaN,NaN,NaN
48035,380,2009,12,23,18,33,13,45.35426,-75.792395,2,0.4,52.6,50,0,871,0,NaN,NaN,53.05,-0.035649697,0.623710845,35.28,NaN,NaN,NaN,NaN
48036,380,2009,12,23,18,33,14,45.354385,-75.792465,2,0.4,53.3,50,0,871,0,1979.75,54,53.65,0.01707323,0.76595403,32.536,NaN,NaN,NaN,NaN
48037,380,2009,12,23,18,33,15,45.354512,-75.792535,2,0.4,54.1,50,0,871,0,2065.5,55,54.55,0.049037976,0.564956013,NaN,NaN,NaN,NaN,NaN
48038,380,2009,12,23,18,33,16,45.354638,-75.792607,2,0.4,54.8,50,0,871,0,2037.25,NaN,55.15,-0.005704634,-0.000974956,32.928,NaN,NaN,NaN,NaN
48039,380,2009,12,23,18,33,17,45.354767,-75.79268,2,0.4,54.8,50,0,871,0,NaN,56,55.4,-0.042891729,-0.661595344,22.344,NaN,NaN,NaN,NaN
48040,380,2009,12,23,18,33,18,45.354895,-75.792752,2,0.4,54.1,50,0,871,0,1483.75,55,54.55,-0.022833609,-0.831563691,30.184,NaN,NaN,NaN,NaN
48041,380,2009,12,23,18,33,19,45.355022,-75.792822,2,0.4,53.3,50,0,871,0,2010.25,54,53.65,-0.048968074,-0.556667586,NaN,NaN,NaN,NaN,NaN
48042,380,2009,12,23,18,33,20,45.355147,-75.792892,2,0.4,52.6,50,0,871,0,1733.75,NaN,53.05,-0.04060345,-0.239417109,24.304,NaN,NaN,NaN,NaN
48043,380,2009,12,23,18,33,21,45.35527,-75.792958,2,0.4,52.6,50,0,871,0,NaN,53,52.8,0.071109565,0.100641001,28.616,NaN,NaN,NaN,NaN
48044,380,2009,12,23,18,33,22,45.355395,-75.793027,2,0.4,52.6,50,0,871,0,1896.25,53,52.8,0.062702671,0.128077257,29.008,NaN,NaN,NaN,NaN
48045,380,2009,12,23,18,33,23,45.355518,-75.793097,2,0.5,52.6,50,0,871,0,1860,54,53.3,0.024362155,-0.156971093,NaN,NaN,NaN,NaN,NaN
48046,380,2009,12,23,18,33,24,45.355642,-75.793167,2,0.5,52.6,50,0,871,0,1497.5,53,52.8,-0.066012946,-0.120961112,21.952,NaN,NaN,NaN,NaN
48047,380,2009,12,23,18,33,25,45.355765,-75.793237,2,0.4,52.6,50,0,871,0,NaN,NaN,52.8,-0.072449812,0.015280942,28.224,NaN,NaN,NaN,NaN
48048,380,2009,12,23,18,33,26,45.355888,-75.793303,2,0.4,52.6,50,0,871,0,1845.25,53,52.8,0.027347318,-0.001930432,23.912,NaN,NaN,NaN,NaN
48049,380,2009,12,23,18,33,27,45.356013,-75.793372,2,0.4,52.6,50,0,871,0,1896.25,53,52.8,0.013004991,0.00024387,NaN,NaN,NaN,NaN,NaN
48050,380,2009,12,23,18,33,28,45.356135,-75.79344,2,0.4,52.6,50,0,871,0,1565,NaN,52.8,0.027256918,-0.239375801,27.44,NaN,NaN,NaN,NaN
48051,380,2009,12,23,18,33,29,45.356258,-75.793508,2,0.4,52.6,50,0,871,0,NaN,53,52.8,-0.019813081,-0.941218893,21.952,NaN,NaN,NaN,NaN
48052,380,2009,12,23,18,33,30,45.35638,-75.793577,2,0.4,51.9,50,0,871,0,1291.75,52,51.95,-0.043370689,-1.387561946,NaN,NaN,NaN,NaN,NaN
48053,380,2009,12,23,18,33,31,45.3565,-75.793642,2,0.4,50.4,50,0,871,0,1251,50,50.2,-0.033610131,-1.049593361,20.384,NaN,NaN,NaN,NaN
48054,380,2009,12,23,18,33,32,45.356618,-75.793707,2,0.4,48.9,50,0,871,0,NaN,NaN,49.2,-0.061870266,-0.740310791,20.384,NaN,NaN,NaN,NaN
48055,380,2009,12,23,18,33,33,45.356732,-75.793768,2,0.4,48.2,50,0,871,0,1227.5,49,48.6,-0.020275847,-0.821619618,22.736,NaN,NaN,NaN,NaN
48056,380,2009,12,23,18,33,34,45.356845,-75.793828,2,0.5,47.4,50,0,871,0,1188.5,48,47.7,-0.107469655,-0.980297331,NaN,NaN,NaN,NaN,NaN
48057,380,2009,12,23,18,33,35,45.356955,-75.793887,2,0.4,46.7,50,0,871,0,1148,NaN,46.85,-0.29156103,-1.072884612,20.384,NaN,NaN,NaN,NaN
48058,380,2009,12,23,18,33,36,45.357063,-75.79394,2,0.4,45.2,50,0,871,0,NaN,46,45.6,-0.265916351,-0.962634298,20.384,NaN,NaN,NaN,NaN
48059,380,2009,12,23,18,33,37,45.357172,-75.793987,2,0.4,44.4,50,0,871,0,1120,45,44.7,-0.197908226,-0.849850096,NaN,NaN,NaN,NaN,NaN
48060,380,2009,12,23,18,33,38,45.357278,-75.794032,2,0.4,43.7,50,0,871,0,1095.75,44,43.85,-0.172612183,-0.962651875,20.384,NaN,NaN,NaN,NaN
48061,380,2009,12,23,18,33,39,45.357383,-75.794073,2,0.4,43,50,0,871,0,NaN,NaN,43,-0.023280091,-1.553803737,20.384,NaN,NaN,NaN,NaN
48062,380,2009,12,23,18,33,40,45.357485,-75.794112,2,0.4,41.5,50,0,871,0,1051.75,42,41.75,0.143683551,-2.225317103,20.384,NaN,NaN,NaN,NaN
48063,380,2009,12,23,18,33,41,45.357583,-75.794152,2,0.4,39.3,50,0,871,0,1003,39,39.15,0.148133704,-2.070089651,NaN,NaN,NaN,NaN,NaN
48064,380,2009,12,23,18,33,42,45.357673,-75.794193,2,0.4,37,50,0,871,0,961,37,37,-0.028986771,-1.582851218,20.384,NaN,NaN,NaN,NaN
48065,380,2009,12,23,18,33,43,45.35776,-75.794233,2,0.4,35.6,50,0,871,0,NaN,NaN,35.55,-0.29279784,-1.644403747,20.384,NaN,NaN,NaN,NaN
48066,380,2009,12,23,18,33,44,45.357845,-75.794268,2,0.5,34.1,50,0,871,0,912.25,34,34.05,-0.827147022,-1.509915799,20.384,NaN,NaN,NaN,NaN
48067,380,2009,12,23,18,33,45,45.357927,-75.794293,2,0.4,31.9,50,0,871,0,881.75,32,31.95,-0.997961735,-0.513209137,NaN,NaN,NaN,NaN,NaN
48068,380,2009,12,23,18,33,46,45.358007,-75.7943,2,0.5,31.1,60,0,871,0,2076.25,NaN,31.55,-1.303918282,1.19116277,27.048,NaN,NaN,NaN,NaN
48069,380,2009,12,23,18,33,47,45.358085,-75.794287,2,0.5,31.9,60,0,871,0,NaN,32,31.95,-1.89775793,3.566408097,35.672,NaN,NaN,NaN,NaN
48070,380,2009,12,23,18,33,48,45.358163,-75.794248,2,0.5,34.1,60,0,871,0,2273.5,37,35.55,-1.743002473,4.617940085,NaN,NaN,NaN,NaN,NaN
48071,380,2009,12,23,18,33,49,45.358248,-75.79419,2,0.5,39.3,60,0,871,0,2385.25,43,41.15,-1.206743231,3.499562496,41.552,NaN,NaN,NaN,NaN
48072,380,2009,12,23,18,33,50,45.35834,-75.794113,2,0.4,43.7,60,0,871,0,NaN,NaN,44.35,-0.594540104,2.598991767,33.712,NaN,NaN,NaN,NaN
48073,380,2009,12,23,18,33,51,45.358438,-75.794028,2,0.4,46.7,60,0,871,0,2072.5,47,46.85,-0.283358361,2.332624142,30.968,NaN,NaN,NaN,NaN
48074,380,2009,12,23,18,33,52,45.358542,-75.793938,2,0.4,48.9,60,0,871,0,2094.75,50,49.45,-0.195201712,1.704555689,NaN,NaN,NaN,NaN,NaN
48075,380,2009,12,23,18,33,53,45.358648,-75.793845,2,0.4,50.4,60,3,871,0,2097.25,52,51.2,-0.133842322,1.009547738,30.576,NaN,NaN,NaN,NaN
48076,380,2009,12,23,18,33,54,45.358757,-75.793747,2,0.4,51.9,60,3,871,0,NaN,NaN,52.2,-0.027550283,0.984714723,29.008,NaN,NaN,NaN,NaN
48077,380,2009,12,23,18,33,55,45.358868,-75.793647,2,0.5,52.6,60,3,871,0,1865.5,53,52.8,0.00102374,0.776665104,28.224,NaN,NaN,NaN,NaN
48078,380,2009,12,23,18,33,56,45.358983,-75.793545,2,0.4,54.1,60,3,871,0,1490.25,55,54.55,-0.03846811,-0.182590323,NaN,NaN,NaN,NaN,NaN
48079,380,2009,12,23,18,33,57,45.359098,-75.793442,2,0.4,53.3,60,3,871,0,1379.5,54,53.65,0.026393112,-0.540098167,21.952,NaN,NaN,NaN,NaN
